"Div","Date","Time","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","timeofday","TotalYellow","TotalRed","HBP","ABP","TBP","Total.Fouls","B365H","B365D","B365A","B365CH","B365CD","B365CA","ExpectedR","POS","ERO"
"E0","09/05/2021","12:00","Wolves","Brighton",2,1,"H",0,1,"A","J Moss",16,5,6,3,12,7,10,5,2,2,0,2,"Afternoon",4,2,20,70,90,19,3.3,3.3,2.2,4,3.3,2,"A","N",2
"E0","09/05/2021","14:05","Aston Villa","Man United",1,3,"A",1,0,"H","C Kavanagh",11,18,5,7,13,18,5,6,1,1,1,0,"Afternoon",2,1,35,10,45,31,4.2,3.8,1.8,4.33,4,1.75,"A","Y",1.75
"E0","09/05/2021","16:30","West Ham","Everton",0,1,"A",0,1,"A","S Attwell",11,9,0,3,8,10,5,6,2,1,0,0,"Afternoon",3,0,20,10,30,18,2.2,3.5,3.2,2.1,3.5,3.4,"H","N",2.1
"E0","09/05/2021","19:00","Arsenal","West Brom",3,1,"H",2,0,"H","P Bankes",15,12,7,1,7,9,6,6,1,2,0,0,"Evening",3,0,10,20,30,16,1.44,4.5,7,1.44,4.5,6.5,"H","Y",1.44
"E0","10/05/2021","20:00","Fulham","Burnley",0,2,"A",0,2,"A","D Coote",21,14,3,5,11,10,8,4,2,0,0,0,"Evening",2,0,20,0,20,21,2.2,3.4,3.3,2.2,3.4,3.4,"H","N",2.2
"E0","11/05/2021","18:00","Man United","Leicester",1,2,"A",1,1,"D","C Pawson",4,12,1,3,9,12,3,4,0,0,0,0,"Evening",0,0,0,0,0,21,2.5,3.4,2.8,3.6,3.5,2.05,"A","Y",2.05
"E0","11/05/2021","20:15","Southampton","Crystal Palace",3,1,"H",1,1,"D","A Madley",13,11,6,4,20,13,12,8,2,3,0,0,"Evening",5,0,20,30,50,33,2.05,3.6,3.5,1.85,3.75,4,"H","Y",1.85
"E0","12/05/2021","20:15","Chelsea","Arsenal",0,1,"A",0,1,"A","A Marriner",19,5,5,2,7,6,9,1,0,1,0,0,"Evening",1,0,0,10,10,13,1.65,4,5,1.9,3.4,4.2,"H","N",1.9
"E0","13/05/2021","18:00","Aston Villa","Everton",0,0,"D",0,0,"D","M Atkinson",13,15,2,5,9,12,9,1,2,0,0,0,"Evening",2,0,20,0,20,21,2.7,3.4,2.6,3,3.3,2.4,"A","N",2.4
"E0","13/05/2021","20:15","Man United","Liverpool",2,4,"A",1,2,"A","A Taylor",18,17,3,8,10,12,6,4,3,0,0,0,"Evening",3,0,30,0,30,22,3,3.75,2.2,2.75,3.75,2.37,"A","Y",2.37
"E0","14/05/2021","20:00","Newcastle","Man City",3,4,"A",2,2,"D","K Friend",11,15,5,6,11,10,4,5,2,2,0,0,"Evening",4,0,20,20,40,21,11,6,1.25,9,5.75,1.3,"A","Y",1.3
"E0","15/05/2021","12:30","Burnley","Leeds",0,4,"A",0,1,"A","G Scott",16,16,4,6,10,10,6,8,1,1,0,0,"Afternoon",2,0,10,10,20,20,3.2,3.75,2.1,3.5,3.9,1.95,"A","Y",1.95
"E0","15/05/2021","15:00","Southampton","Fulham",3,1,"H",1,0,"H","C Pawson",11,10,7,3,9,15,6,5,0,1,0,0,"Afternoon",1,0,0,10,10,24,2,3.6,3.6,1.83,3.8,4,"H","Y",1.83
"E0","15/05/2021","20:00","Brighton","West Ham",1,1,"D",0,0,"D","A Marriner",10,15,2,3,7,5,3,3,1,1,0,0,"Evening",2,0,10,10,20,12,2.9,3.6,2.3,3.4,3.6,2.05,"A","N",2.05
"E0","16/05/2021","12:00","Crystal Palace","Aston Villa",3,2,"H",1,2,"A","D Coote",23,19,8,5,23,13,7,7,3,2,0,0,"Afternoon",5,0,30,20,50,36,3,3.6,2.25,3,3.5,2.3,"A","N",2.3
"E0","16/05/2021","14:05","Tottenham","Wolves",2,0,"H",1,0,"H","M Atkinson",24,15,13,3,8,11,10,3,1,0,0,0,"Afternoon",1,0,10,0,10,19,1.5,4.33,6.5,1.53,4.5,5.75,"H","Y",1.53
"E0","16/05/2021","16:30","West Brom","Liverpool",1,2,"A",1,1,"D","M Dean",10,26,3,6,7,14,9,13,0,0,0,0,"Afternoon",0,0,0,0,0,21,12,6.5,1.22,12,7.5,1.2,"A","Y",1.2
"E0","16/05/2021","19:00","Everton","Sheffield United",0,1,"A",0,1,"A","J Moss",16,10,6,3,8,12,11,4,1,3,0,0,"Evening",4,0,10,30,40,20,1.36,4.75,8.5,1.33,5.25,9,"H","N",1.33
"E0","18/05/2021","18:00","Man United","Fulham",1,1,"D",1,0,"H","L Mason",13,8,6,5,10,15,6,1,2,3,0,0,"Evening",5,0,20,30,50,25,1.28,6,9,1.28,6,9.5,"H","N",1.28
"E0","18/05/2021","18:00","Southampton","Leeds",0,2,"A",0,0,"D","P Bankes",18,15,3,7,10,12,4,5,0,3,0,0,"Evening",3,0,0,30,30,22,2.55,3.9,2.5,2.6,3.75,2.5,"A","Y",2.5
"E0","18/05/2021","19:00","Brighton","Man City",3,2,"H",0,1,"A","S Attwell",19,8,6,4,13,11,5,3,3,3,0,1,"Evening",6,1,30,55,85,24,7,4.5,1.45,7,4.5,1.44,"A","N",1.44
"E0","18/05/2021","20:15","Chelsea","Leicester",2,1,"H",0,0,"D","M Dean",17,7,6,3,15,16,6,5,2,4,0,0,"Evening",6,0,20,40,60,31,1.7,3.75,5,1.66,3.75,5.25,"H","Y",1.66
"E0","19/05/2021","18:00","Everton","Wolves",1,0,"H",0,0,"D","A Madley",14,9,4,3,11,11,7,12,0,2,0,0,"Evening",2,0,0,20,20,22,1.85,3.6,4.2,1.72,3.75,4.75,"H","Y",1.72
"E0","19/05/2021","18:00","Newcastle","Sheffield United",1,0,"H",1,0,"H","R Jones",16,11,5,1,7,7,5,2,0,2,0,0,"Evening",2,0,0,20,20,14,1.72,3.8,4.75,1.8,3.75,4.33,"H","Y",1.8
"E0","19/05/2021","18:00","Tottenham","Aston Villa",1,2,"A",1,2,"A","C Pawson",10,20,4,4,14,13,4,5,1,1,0,0,"Evening",2,0,10,10,20,27,1.5,4.5,6,1.6,4.5,5,"H","N",1.6
"E0","19/05/2021","19:00","Crystal Palace","Arsenal",1,3,"A",0,1,"A","A Taylor",12,6,6,3,7,7,6,7,2,1,0,0,"Evening",3,0,20,10,30,14,6,4.5,1.5,5.75,4.2,1.55,"A","Y",1.55
"E0","19/05/2021","20:15","Burnley","Liverpool",0,3,"A",0,1,"A","C Kavanagh",10,20,4,3,10,7,6,7,0,0,0,0,"Evening",0,0,0,0,0,17,11,7,1.22,9,6,1.28,"A","Y",1.28
"E0","19/05/2021","20:15","West Brom","West Ham",1,3,"A",1,1,"D","M Oliver",14,21,4,9,8,11,6,8,2,2,0,0,"Evening",4,0,20,20,40,19,5,4.33,1.6,5,4.2,1.61,"A","Y",1.61
"E0","23/05/2021","16:00","Arsenal","Brighton",2,0,"H",0,0,"D","J Moss",16,5,5,1,10,8,11,3,0,0,0,0,"Afternoon",0,0,0,0,0,18,1.57,4.33,5.25,1.65,4.2,4.75,"H","Y",1.65
"E0","23/05/2021","16:00","Aston Villa","Chelsea",2,1,"H",1,0,"H","S Attwell",6,23,3,7,11,12,2,9,3,3,0,1,"Afternoon",6,1,30,55,85,23,6.5,4.6,1.45,6.5,4.75,1.45,"A","N",1.45
"E0","23/05/2021","16:00","Fulham","Newcastle",0,2,"A",0,1,"A","C Kavanagh",14,10,0,4,12,6,5,4,1,0,0,0,"Afternoon",1,0,10,0,10,18,2.05,3.8,3.3,2.4,3.4,2.9,"H","N",2.4
"E0","23/05/2021","16:00","Leeds","West Brom",3,1,"H",2,0,"H","D Coote",17,14,9,5,12,12,8,3,2,1,0,0,"Afternoon",3,0,20,10,30,24,1.4,5.25,6.5,1.53,4.75,5.25,"H","Y",1.53
"E0","23/05/2021","16:00","Leicester","Tottenham",2,4,"A",1,1,"D","A Taylor",10,11,6,4,9,8,8,7,0,2,0,0,"Afternoon",2,0,0,20,20,17,2,4,3.3,1.83,4.2,3.75,"H","N",1.83
"E0","23/05/2021","16:00","Liverpool","Crystal Palace",2,0,"H",1,0,"H","C Pawson",19,5,5,4,10,8,14,1,2,2,0,0,"Afternoon",4,0,20,20,40,18,1.14,8.5,15,1.14,8.5,15,"H","Y",1.14
"E0","23/05/2021","16:00","Man City","Everton",5,0,"H",2,0,"H","M Oliver",21,8,11,3,8,10,7,5,2,2,0,0,"Afternoon",4,0,20,20,40,18,1.44,5,6.5,1.3,6,9,"H","Y",1.3
"E0","23/05/2021","16:00","Sheffield United","Burnley",1,0,"H",1,0,"H","K Friend",12,10,3,3,11,1,8,9,3,1,0,0,"Afternoon",4,0,30,10,40,12,2.8,3.6,2.4,2.8,3.4,2.5,"A","N",2.5
"E0","23/05/2021","16:00","West Ham","Southampton",3,0,"H",2,0,"H","M Atkinson",14,17,7,5,5,9,2,3,0,3,0,0,"Afternoon",3,0,0,30,30,14,1.65,4,5,1.75,3.9,4.5,"H","Y",1.75
"E0","23/05/2021","16:00","Wolves","Man United",1,2,"A",1,2,"A","M Dean",14,9,4,4,14,3,6,2,4,1,0,0,"Afternoon",5,0,40,10,50,17,2.5,3.5,2.7,2.25,3.4,3.2,"H","N",2.25
"E0","13/08/2021","20:00","Brentford","Arsenal",2,0,"H",1,0,"H","M Oliver",8,22,3,4,12,8,2,5,0,0,0,0,"Evening",0,0,0,0,0,20,4,3.4,1.95,3.8,3.25,2.05,"A","N",2.05
"E0","14/08/2021","12:30","Man United","Leeds",5,1,"H",1,0,"H","P Tierney",16,10,8,3,11,9,5,4,1,2,0,0,"Afternoon",3,0,10,20,30,20,1.53,4.5,5.75,1.61,4.2,5.25,"H","Y",1.61
"E0","14/08/2021","15:00","Burnley","Brighton",1,2,"A",1,0,"H","D Coote",14,14,3,8,10,7,7,6,2,1,0,0,"Afternoon",3,0,20,10,30,17,3.1,3.1,2.45,3.1,3.1,2.45,"A","Y",2.45
"E0","14/08/2021","15:00","Chelsea","Crystal Palace",3,0,"H",2,0,"H","J Moss",13,4,6,1,15,11,5,2,0,0,0,0,"Afternoon",0,0,0,0,0,26,1.25,5.75,13,1.3,5.25,11,"H","Y",1.3
"E0","14/08/2021","15:00","Everton","Southampton",3,1,"H",0,1,"A","A Madley",14,6,6,3,13,15,6,8,2,0,0,0,"Afternoon",2,0,20,0,20,28,1.9,3.5,4,2,3.4,3.9,"H","Y",2
"E0","14/08/2021","15:00","Leicester","Wolves",1,0,"H",1,0,"H","C Pawson",9,17,5,3,6,10,5,4,1,2,0,0,"Afternoon",3,0,10,20,30,16,1.66,3.8,5.25,1.7,3.75,5,"H","Y",1.7
"E0","14/08/2021","15:00","Watford","Aston Villa",3,2,"H",2,0,"H","M Dean",13,11,7,2,18,13,2,4,3,1,0,0,"Afternoon",4,0,30,10,40,31,3.1,3.2,2.37,3.4,3.3,2.2,"A","N",2.2
"E0","14/08/2021","17:30","Norwich","Liverpool",0,3,"A",0,1,"A","A Marriner",14,19,3,8,4,14,3,11,1,1,0,0,"Evening",2,0,10,10,20,18,9,5.75,1.3,6.5,4.75,1.44,"A","Y",1.44
"E0","15/08/2021","14:00","Newcastle","West Ham",2,4,"A",2,1,"H","M Atkinson",17,8,3,9,4,3,7,6,1,0,0,0,"Afternoon",1,0,10,0,10,7,3.2,3.5,2.2,3.3,3.4,2.2,"A","Y",2.2
"E0","15/08/2021","16:30","Tottenham","Man City",1,0,"H",0,0,"D","A Taylor",13,18,3,4,11,8,3,11,2,1,0,0,"Afternoon",3,0,20,10,30,19,5.5,4.2,1.6,6,4.1,1.55,"A","N",1.55
"E0","21/08/2021","12:30","Liverpool","Burnley",2,0,"H",1,0,"H","M Dean",27,9,9,3,6,12,8,4,0,0,0,0,"Afternoon",0,0,0,0,0,18,1.18,7.5,13,1.25,6,11,"H","Y",1.25
"E0","21/08/2021","15:00","Aston Villa","Newcastle",2,0,"H",1,0,"H","D Coote",10,9,2,1,8,18,3,4,3,4,0,0,"Afternoon",7,0,30,40,70,26,1.8,3.75,4.33,1.8,3.8,4.33,"H","Y",1.8
"E0","21/08/2021","15:00","Crystal Palace","Brentford",0,0,"D",0,0,"D","M Atkinson",7,14,2,3,12,9,3,5,3,1,0,0,"Afternoon",4,0,30,10,40,21,2.55,3.2,2.87,2.6,3.2,2.8,"H","N",2.6
"E0","21/08/2021","15:00","Leeds","Everton",2,2,"D",1,1,"D","D England",17,17,4,8,6,13,8,5,2,4,0,0,"Afternoon",6,0,20,40,60,19,2.37,3.4,3,2.05,3.5,3.6,"H","N",2.05
"E0","21/08/2021","15:00","Man City","Norwich",5,0,"H",2,0,"H","G Scott",16,1,4,0,13,7,6,1,1,0,0,0,"Afternoon",1,0,10,0,10,20,1.08,11,26,1.1,9.5,23,"H","Y",1.1
"E0","21/08/2021","17:30","Brighton","Watford",2,0,"H",2,0,"H","A Taylor",13,10,3,1,11,6,7,2,4,0,0,0,"Evening",4,0,40,0,40,17,1.7,3.5,5.75,1.7,3.6,5.25,"H","Y",1.7
"E0","22/08/2021","14:00","Southampton","Man United",1,1,"D",1,0,"H","C Pawson",8,15,3,4,12,10,7,7,2,3,0,0,"Afternoon",5,0,20,30,50,22,5.5,4.2,1.57,5.25,4.33,1.6,"A","N",1.6
"E0","22/08/2021","14:00","Wolves","Tottenham",0,1,"A",0,1,"A","S Attwell",25,8,6,6,9,7,5,4,1,4,0,0,"Afternoon",5,0,10,40,50,16,3.2,3.2,2.35,2.8,3.1,2.62,"A","Y",2.62
"E0","22/08/2021","16:30","Arsenal","Chelsea",0,2,"A",0,2,"A","P Tierney",6,22,3,5,10,4,9,8,3,0,0,0,"Afternoon",3,0,30,0,30,14,4.75,3.75,1.72,4.5,3.5,1.85,"A","Y",1.85
"E0","23/08/2021","20:00","West Ham","Leicester",4,1,"H",1,0,"H","M Oliver",13,5,7,1,8,8,10,0,0,1,0,1,"Evening",1,1,0,35,35,16,2.5,3.5,2.75,2.4,3.4,2.9,"H","Y",2.4
"E0","28/08/2021","12:30","Man City","Arsenal",5,0,"H",3,0,"H","M Atkinson",25,1,10,0,5,7,14,0,1,2,0,1,"Afternoon",3,1,10,45,55,12,1.25,6,12,1.33,5.25,9,"H","Y",1.33
"E0","28/08/2021","15:00","Aston Villa","Brentford",1,1,"D",1,1,"D","P Bankes",7,9,5,2,15,14,3,2,3,3,0,0,"Afternoon",6,0,30,30,60,29,1.95,3.6,3.8,2,3.25,4,"H","N",2
"E0","28/08/2021","15:00","Brighton","Everton",0,2,"A",0,1,"A","J Moss",14,14,3,5,7,9,4,5,1,2,0,0,"Afternoon",3,0,10,20,30,16,2.3,3.2,3.3,2.25,3.25,3.3,"H","N",2.25
"E0","28/08/2021","15:00","Newcastle","Southampton",2,2,"D",0,0,"D","P Tierney",10,22,5,6,11,6,4,4,3,3,0,0,"Afternoon",6,0,30,30,60,17,2.5,3.4,2.8,2.4,3.5,2.9,"H","N",2.4
"E0","28/08/2021","15:00","Norwich","Leicester",1,2,"A",1,1,"D","R Jones",14,9,4,3,8,9,9,9,2,1,0,0,"Afternoon",3,0,20,10,30,17,4.5,3.5,1.85,4.2,3.6,1.85,"A","Y",1.85
"E0","28/08/2021","15:00","West Ham","Crystal Palace",2,2,"D",1,0,"H","S Attwell",14,9,4,2,10,7,5,3,1,0,0,0,"Afternoon",1,0,10,0,10,17,1.55,4,6.5,1.53,4,6.5,"H","N",1.53
"E0","28/08/2021","17:30","Liverpool","Chelsea",1,1,"D",1,1,"D","A Taylor",24,6,7,3,13,4,12,3,0,2,0,1,"Evening",2,1,0,45,45,17,2.45,3.3,2.9,2.45,3.3,2.9,"H","N",2.45
"E0","29/08/2021","14:00","Burnley","Leeds",1,1,"D",0,0,"D","M Oliver",12,12,3,2,13,9,5,5,4,3,0,0,"Afternoon",7,0,40,30,70,22,3.1,3.5,2.25,3.2,3.5,2.2,"A","N",2.2
"E0","29/08/2021","14:00","Tottenham","Watford",1,0,"H",1,0,"H","A Marriner",15,9,8,2,8,14,10,3,3,3,0,0,"Afternoon",6,0,30,30,60,22,1.36,4.75,9,1.4,4.5,8.5,"H","Y",1.4
"E0","29/08/2021","16:30","Wolves","Man United",0,1,"A",0,0,"D","M Dean",15,10,6,3,7,9,5,7,3,4,0,0,"Afternoon",7,0,30,40,70,16,5,3.5,1.75,4.75,3.75,1.75,"A","Y",1.75
"E0","11/09/2021","12:30","Crystal Palace","Tottenham",3,0,"H",0,0,"D","J Moss",18,2,4,1,13,15,8,2,2,1,0,1,"Afternoon",3,1,20,35,55,28,4.2,3.5,1.9,3.8,3.4,2.05,"A","N",2.05
"E0","11/09/2021","15:00","Arsenal","Norwich",1,0,"H",0,0,"D","M Oliver",30,10,7,1,9,11,8,4,1,2,0,0,"Afternoon",3,0,10,20,30,20,1.5,4.6,6,1.36,5,8,"H","Y",1.36
"E0","11/09/2021","15:00","Brentford","Brighton",0,1,"A",0,0,"D","G Scott",7,4,1,2,9,12,1,6,3,2,0,0,"Afternoon",5,0,30,20,50,21,2.8,3.2,2.62,3.1,3,2.55,"A","Y",2.55
"E0","11/09/2021","15:00","Leicester","Man City",0,1,"A",0,0,"D","P Tierney",6,25,1,8,4,11,5,8,1,2,0,0,"Afternoon",3,0,10,20,30,15,6,4,1.57,5.25,4,1.61,"A","Y",1.61
"E0","11/09/2021","15:00","Man United","Newcastle",4,1,"H",1,0,"H","A Taylor",21,12,7,3,9,2,7,3,1,0,0,0,"Afternoon",1,0,10,0,10,11,1.18,7.5,15,1.18,7,15,"H","Y",1.18
"E0","11/09/2021","15:00","Southampton","West Ham",0,0,"D",0,0,"D","D Coote",11,13,3,3,10,12,5,4,3,1,0,1,"Afternoon",4,1,30,35,65,22,2.9,3.5,2.4,3,3.5,2.3,"A","N",2.3
"E0","11/09/2021","15:00","Watford","Wolves",0,2,"A",0,0,"D","P Bankes",6,14,2,5,15,13,6,8,3,3,0,0,"Afternoon",6,0,30,30,60,28,3.4,3.2,2.25,3.6,3.1,2.15,"A","Y",2.15
"E0","11/09/2021","17:30","Chelsea","Aston Villa",3,0,"H",1,0,"H","S Attwell",12,18,4,6,11,11,4,11,1,4,0,0,"Evening",5,0,10,40,50,22,1.28,5.5,11,1.33,5,9,"H","Y",1.33
"E0","12/09/2021","16:30","Leeds","Liverpool",0,3,"A",0,1,"A","C Pawson",9,30,4,9,9,8,2,11,2,1,1,0,"Afternoon",3,1,45,10,55,17,4.33,4,1.75,4.5,4.33,1.66,"A","Y",1.66
"E0","13/09/2021","20:00","Everton","Burnley",3,1,"H",0,0,"D","M Atkinson",14,11,6,6,3,6,4,6,1,1,0,0,"Evening",2,0,10,10,20,9,1.7,3.75,5,1.75,3.5,5.25,"H","Y",1.75
"E0","17/09/2021","20:00","Newcastle","Leeds",1,1,"D",1,1,"D","M Dean",17,22,7,9,9,11,4,5,2,2,0,0,"Evening",4,0,20,20,40,20,3,3.6,2.3,3.1,3.6,2.2,"A","N",2.2
"E0","18/09/2021","12:30","Wolves","Brentford",0,2,"A",0,2,"A","D England",11,9,0,3,10,7,4,2,4,2,0,1,"Afternoon",6,1,40,45,85,17,1.83,3.25,5,1.8,3.25,5,"H","N",1.8
"E0","18/09/2021","15:00","Burnley","Arsenal",0,1,"A",0,1,"A","A Taylor",18,13,3,3,9,8,8,3,2,1,0,0,"Afternoon",3,0,20,10,30,17,3.8,3.6,1.95,3.75,3.6,1.95,"A","Y",1.95
"E0","18/09/2021","15:00","Liverpool","Crystal Palace",3,0,"H",1,0,"H","A Madley",25,13,10,2,17,11,10,5,3,1,0,0,"Afternoon",4,0,30,10,40,28,1.2,7,13,1.28,5.75,10,"H","Y",1.28
"E0","18/09/2021","15:00","Man City","Southampton",0,0,"D",0,0,"D","J Moss",18,10,1,2,5,12,8,5,0,2,0,0,"Afternoon",2,0,0,20,20,17,1.12,9.5,17,1.14,8,17,"H","N",1.14
"E0","18/09/2021","15:00","Norwich","Watford",1,3,"A",1,1,"D","R Jones",12,12,5,8,10,14,4,8,1,1,0,0,"Afternoon",2,0,10,10,20,24,2.15,3.3,3.5,2.25,3.3,3.3,"H","N",2.25
"E0","18/09/2021","17:30","Aston Villa","Everton",3,0,"H",0,0,"D","C Pawson",15,11,3,1,7,10,5,4,1,1,0,0,"Evening",2,0,10,10,20,17,2.4,3.3,3,2.1,3.4,3.5,"H","Y",2.1
"E0","19/09/2021","14:00","Brighton","Leicester",2,1,"H",1,0,"H","S Attwell",12,14,5,3,8,10,4,9,2,1,0,0,"Afternoon",3,0,20,10,30,18,2.7,3.2,2.75,2.45,3.2,3,"H","Y",2.45
"E0","19/09/2021","14:00","West Ham","Man United",1,2,"A",1,1,"D","M Atkinson",13,17,4,10,5,8,2,11,0,0,0,0,"Afternoon",0,0,0,0,0,13,4.33,4,1.75,4.2,3.8,1.8,"A","Y",1.8
"E0","19/09/2021","16:30","Tottenham","Chelsea",0,3,"A",0,0,"D","P Tierney",8,20,2,10,4,15,5,11,0,1,0,0,"Afternoon",1,0,0,10,10,19,5,3.8,1.7,4.33,3.4,1.85,"A","Y",1.85
"E0","25/09/2021","12:30","Chelsea","Man City",0,1,"A",0,0,"D","M Oliver",5,15,0,4,12,10,4,13,3,2,0,0,"Afternoon",5,0,30,20,50,22,2.62,3.2,2.75,2.9,3.2,2.5,"A","Y",2.5
"E0","25/09/2021","12:30","Man United","Aston Villa",0,1,"A",0,0,"D","M Dean",28,7,4,3,9,13,5,5,2,2,0,0,"Afternoon",4,0,20,20,40,22,1.36,5.25,8,1.36,5,8,"H","N",1.36
"E0","25/09/2021","15:00","Everton","Norwich",2,0,"H",1,0,"H","D Coote",11,10,4,2,12,9,6,4,2,3,0,0,"Afternoon",5,0,20,30,50,21,1.61,3.8,5.75,1.7,3.75,5.25,"H","Y",1.7
"E0","25/09/2021","15:00","Leeds","West Ham",1,2,"A",1,0,"H","K Friend",15,20,5,7,10,6,5,7,3,2,0,0,"Afternoon",5,0,30,20,50,16,3,3.6,2.25,2.9,3.6,2.3,"A","Y",2.3
"E0","25/09/2021","15:00","Leicester","Burnley",2,2,"D",1,2,"A","C Kavanagh",22,9,5,3,10,8,8,4,2,4,0,0,"Afternoon",6,0,20,40,60,18,1.57,4,6,1.65,3.8,5.25,"H","N",1.65
"E0","25/09/2021","15:00","Watford","Newcastle",1,1,"D",0,1,"A","J Gillett",15,20,4,6,19,12,5,6,4,3,0,0,"Afternoon",7,0,40,30,70,31,2.2,3.4,3.3,2.05,3.5,3.5,"H","N",2.05
"E0","25/09/2021","17:30","Brentford","Liverpool",3,3,"D",1,1,"D","S Attwell",12,16,4,6,8,7,2,11,1,1,0,0,"Evening",2,0,10,10,20,15,7,4.5,1.45,7.5,5.25,1.36,"A","N",1.36
"E0","26/09/2021","14:00","Southampton","Wolves",0,1,"A",0,0,"D","A Madley",18,5,6,3,12,8,5,5,0,0,0,0,"Afternoon",0,0,0,0,0,20,2.62,3.2,2.8,2.1,3.3,3.6,"H","N",2.1
"E0","26/09/2021","16:30","Arsenal","Tottenham",3,1,"H",3,0,"H","C Pawson",12,10,7,4,12,13,4,4,2,1,0,0,"Afternoon",3,0,20,10,30,25,2.15,3.3,3.5,2.15,3.4,3.4,"H","Y",2.15
"E0","27/09/2021","20:00","Crystal Palace","Brighton",1,1,"D",1,0,"H","A Marriner",8,8,3,4,12,10,6,5,2,3,0,0,"Evening",5,0,20,30,50,22,3.1,3.2,2.45,2.8,3.1,2.7,"A","N",2.7
"E0","02/10/2021","12:30","Man United","Everton",1,1,"D",1,0,"H","M Oliver",13,12,6,2,10,9,10,1,1,1,0,0,"Afternoon",2,0,10,10,20,19,1.45,4.33,7.5,1.55,4,6.5,"H","N",1.55
"E0","02/10/2021","15:00","Burnley","Norwich",0,0,"D",0,0,"D","K Friend",14,10,4,2,13,3,9,5,5,2,0,0,"Afternoon",7,0,50,20,70,16,1.85,3.6,4.33,1.9,3.6,4,"H","N",1.9
"E0","02/10/2021","15:00","Chelsea","Southampton",3,1,"H",1,0,"H","M Atkinson",20,6,9,2,11,13,7,2,1,3,0,1,"Afternoon",4,1,10,55,65,24,1.36,4.75,9,1.4,4.75,8,"H","Y",1.4
"E0","02/10/2021","15:00","Leeds","Watford",1,0,"H",1,0,"H","S Hooper",20,5,4,1,10,16,6,3,0,3,0,0,"Afternoon",3,0,0,30,30,26,1.7,4,4.75,1.72,3.8,4.75,"H","Y",1.72
"E0","02/10/2021","15:00","Wolves","Newcastle",2,1,"H",1,1,"D","G Scott",7,8,3,2,15,5,0,4,0,2,0,0,"Afternoon",2,0,0,20,20,20,1.61,4.2,5.25,1.7,3.75,5,"H","Y",1.7
"E0","02/10/2021","17:30","Brighton","Arsenal",0,0,"D",0,0,"D","J Moss",21,8,2,2,8,5,8,5,2,1,0,0,"Evening",3,0,20,10,30,13,3,3.25,2.4,3.2,3.25,2.3,"A","N",2.3
"E0","03/10/2021","14:00","Crystal Palace","Leicester",2,2,"D",0,2,"A","A Taylor",18,9,4,5,15,11,1,3,2,3,0,0,"Afternoon",5,0,20,30,50,26,3.1,3.4,2.3,2.8,3.25,2.62,"A","N",2.62
"E0","03/10/2021","14:00","Tottenham","Aston Villa",2,1,"H",1,0,"H","C Kavanagh",17,14,8,3,11,14,5,8,2,1,0,0,"Afternoon",3,0,20,10,30,25,2.1,3.6,3.4,2.05,3.4,3.7,"H","Y",2.05
"E0","03/10/2021","14:00","West Ham","Brentford",1,2,"A",0,1,"A","P Bankes",18,13,5,6,16,13,11,6,2,3,0,0,"Afternoon",5,0,20,30,50,29,1.75,3.75,4.75,1.72,3.75,4.75,"H","N",1.72
"E0","03/10/2021","16:30","Liverpool","Man City",2,2,"D",0,0,"D","P Tierney",6,12,4,3,10,12,3,4,3,3,0,0,"Afternoon",6,0,30,30,60,22,2.87,3.5,2.4,2.9,3.6,2.3,"A","N",2.3
"E0","16/10/2021","12:30","Watford","Liverpool",0,5,"A",0,2,"A","J Moss",6,19,2,8,4,10,1,9,0,0,0,0,"Afternoon",0,0,0,0,0,14,8.5,5.5,1.33,9,5.75,1.3,"A","Y",1.3
"E0","16/10/2021","15:00","Aston Villa","Wolves",2,3,"A",0,0,"D","M Oliver",14,9,5,4,8,17,6,7,2,3,0,0,"Afternoon",5,0,20,30,50,25,2.15,3.25,3.5,2,3.25,4,"H","N",2
"E0","16/10/2021","15:00","Leicester","Man United",4,2,"H",1,1,"D","C Pawson",22,18,11,6,5,17,4,3,0,3,0,0,"Afternoon",3,0,0,30,30,22,3.5,3.6,2.05,3.6,3.75,1.95,"A","N",1.95
"E0","16/10/2021","15:00","Man City","Burnley",2,0,"H",1,0,"H","M Atkinson",15,7,6,2,11,5,6,2,1,0,0,0,"Afternoon",1,0,10,0,10,16,1.12,9,19,1.12,9,19,"H","Y",1.12
"E0","16/10/2021","15:00","Norwich","Brighton",0,0,"D",0,0,"D","P Bankes",15,11,3,3,5,14,8,4,3,5,0,0,"Afternoon",8,0,30,50,80,19,3.6,3.4,2.1,3.9,3.5,1.95,"A","N",1.95
"E0","16/10/2021","15:00","Southampton","Leeds",1,0,"H",0,0,"D","D Coote",19,3,5,0,16,14,8,1,2,3,0,0,"Afternoon",5,0,20,30,50,30,2.3,3.5,3,2.1,3.6,3.3,"H","Y",2.1
"E0","16/10/2021","17:30","Brentford","Chelsea",0,1,"A",0,1,"A","A Taylor",17,5,7,1,13,8,5,5,1,1,0,0,"Evening",2,0,10,10,20,21,6.5,3.8,1.57,5.75,3.9,1.6,"A","Y",1.6
