"Div","Date","Time","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","timeofday","TotalYellow","TotalRed","HBP","ABP","TBP","Total.Fouls","B365H","B365D","B365A","B365CH","B365CD","B365CA","ExpectedR","POS","ERO"
"E0","12/12/2020","17:30","Man United","Man City",0,0,"D",0,0,"D","C Kavanagh",11,9,2,2,13,6,4,3,1,1,0,0,"Evening",2,0,10,10,20,19,4.33,4.2,1.72,4.5,4.33,1.66,"A","N",1.66
"E0","12/12/2020","20:00","Everton","Chelsea",1,0,"H",1,0,"H","J Moss",9,10,4,3,10,11,6,6,2,3,0,0,"Evening",5,0,20,30,50,21,4.33,4.2,1.7,4.5,4.33,1.66,"A","N",1.66
"E0","13/12/2020","12:00","Southampton","Sheffield United",3,0,"H",1,0,"H","A Madley",16,3,6,0,8,14,8,4,0,1,0,0,"Afternoon",1,0,0,10,10,22,1.7,3.75,5,1.61,3.8,5.25,"H","Y",1.61
"E0","13/12/2020","14:15","Crystal Palace","Tottenham",1,1,"D",0,1,"A","K Friend",16,14,5,6,15,11,4,7,1,1,0,0,"Afternoon",2,0,10,10,20,26,4.5,3.9,1.72,4,3.8,1.85,"A","N",1.85
"E0","13/12/2020","16:30","Fulham","Liverpool",1,1,"D",1,0,"H","A Marriner",10,12,5,6,9,5,6,8,3,1,0,0,"Afternoon",4,0,30,10,40,14,9,5.5,1.3,8,5.5,1.33,"A","N",1.33
"E0","13/12/2020","19:15","Arsenal","Burnley",0,1,"A",0,0,"D","G Scott",18,10,6,2,5,11,13,4,2,1,1,0,"Evening",3,1,45,10,55,16,1.53,4.2,6.25,1.4,4.75,8,"H","N",1.4
"E0","13/12/2020","19:15","Leicester","Brighton",3,0,"H",3,0,"H","M Atkinson",15,12,6,4,9,11,9,5,2,1,0,0,"Evening",3,0,20,10,30,20,2,3.5,3.8,2,3.5,3.75,"H","Y",2
"E0","15/12/2020","18:00","Wolves","Chelsea",2,1,"H",0,0,"D","S Attwell",12,13,4,3,12,12,5,6,2,2,0,0,"Evening",4,0,20,20,40,24,5.25,3.8,1.66,5.25,3.8,1.66,"A","N",1.66
"E0","15/12/2020","20:00","Man City","West Brom",1,1,"D",1,1,"D","P Bankes",26,5,7,1,5,8,13,2,2,3,0,0,"Evening",5,0,20,30,50,13,1.09,11,21,1.1,11,21,"H","N",1.1
"E0","16/12/2020","18:00","Arsenal","Southampton",1,1,"D",0,1,"A","P Tierney",9,13,4,3,13,13,2,7,1,3,1,0,"Evening",4,1,35,30,65,26,2.25,3.5,3.1,2.1,3.5,3.4,"H","N",2.1
"E0","16/12/2020","18:00","Leeds","Newcastle",5,2,"H",1,1,"D","S Hooper",25,10,10,4,10,13,7,4,3,1,0,0,"Evening",4,0,30,10,40,23,1.75,4,4.33,1.55,4.33,5.75,"H","Y",1.55
"E0","16/12/2020","18:00","Leicester","Everton",0,2,"A",0,1,"A","L Mason",14,11,2,6,12,9,4,6,2,3,0,0,"Evening",5,0,20,30,50,21,2.15,3.6,3.25,2.1,3.4,3.5,"H","N",2.1
"E0","16/12/2020","20:00","Fulham","Brighton",0,0,"D",0,0,"D","R Jones",9,9,4,4,15,11,1,8,1,0,0,0,"Evening",1,0,10,0,10,26,2.87,3.3,2.5,3,3.2,2.5,"A","N",2.5
"E0","16/12/2020","20:00","Liverpool","Tottenham",2,1,"H",1,1,"D","A Taylor",17,8,11,2,8,9,7,4,0,2,0,0,"Evening",2,0,0,20,20,17,1.75,3.8,4.5,1.8,3.8,4.2,"H","Y",1.8
"E0","16/12/2020","20:00","West Ham","Crystal Palace",1,1,"D",0,1,"A","D Coote",9,8,2,2,8,12,5,3,0,1,0,1,"Evening",1,1,0,35,35,20,2.05,3.4,3.6,2.1,3.4,3.5,"H","N",2.1
"E0","17/12/2020","18:00","Aston Villa","Burnley",0,0,"D",0,0,"D","C Pawson",27,6,7,4,17,19,11,1,1,1,0,0,"Evening",2,0,10,10,20,36,1.75,3.8,4.5,1.83,3.75,4.2,"H","N",1.83
"E0","17/12/2020","20:00","Sheffield United","Man United",2,3,"A",1,2,"A","M Oliver",12,14,6,8,17,8,6,3,3,2,0,0,"Evening",5,0,30,20,50,25,7,4.6,1.44,7,4.5,1.44,"A","Y",1.44
"E0","19/12/2020","12:30","Crystal Palace","Liverpool",0,7,"A",0,3,"A","J Moss",5,14,3,8,5,11,5,4,1,0,0,0,"Afternoon",1,0,10,0,10,16,6.5,4.33,1.5,5.25,4,1.61,"A","Y",1.61
"E0","19/12/2020","15:00","Southampton","Man City",0,1,"A",0,1,"A","M Dean",9,11,3,5,9,11,6,6,2,2,0,0,"Afternoon",4,0,20,20,40,20,7,4.5,1.44,6,4.5,1.45,"A","Y",1.45
"E0","19/12/2020","17:30","Everton","Arsenal",2,1,"H",2,1,"H","A Marriner",9,13,2,2,9,9,4,3,1,3,0,0,"Evening",4,0,10,30,40,18,2.45,3.5,2.8,2.62,3.4,2.62,"H","Y",2.62
"E0","19/12/2020","20:00","Newcastle","Fulham",1,1,"D",0,1,"A","G Scott",12,11,5,4,7,17,2,9,1,2,0,1,"Evening",3,1,10,45,55,24,2.5,3.25,2.9,2.87,3.3,2.5,"A","N",2.5
"E0","20/12/2020","12:00","Brighton","Sheffield United",1,1,"D",0,0,"D","P Bankes",21,5,5,3,9,11,14,2,1,5,0,1,"Afternoon",6,1,10,75,85,20,1.65,3.75,5.5,1.83,3.4,4.75,"H","N",1.83
"E0","20/12/2020","14:15","Tottenham","Leicester",0,2,"A",0,1,"A","C Pawson",8,17,3,4,15,14,5,3,2,2,0,0,"Afternoon",4,0,20,20,40,29,2.05,3.5,3.6,2.05,3.5,3.6,"H","N",2.05
"E0","20/12/2020","16:30","Man United","Leeds",6,2,"H",4,1,"H","A Taylor",26,17,14,3,6,6,11,13,1,0,0,0,"Afternoon",1,0,10,0,10,12,1.66,4.33,4.5,1.7,4.2,4.33,"H","Y",1.7
"E0","20/12/2020","19:15","West Brom","Aston Villa",0,3,"A",0,1,"A","M Atkinson",1,19,1,10,14,8,1,7,1,2,1,0,"Evening",3,1,35,20,55,22,3.6,3.8,1.95,4.5,4,1.72,"A","Y",1.72
"E0","21/12/2020","17:30","Burnley","Wolves",2,1,"H",1,0,"H","L Mason",10,15,4,3,11,15,1,7,2,1,0,0,"Evening",3,0,20,10,30,26,3.5,3.25,2.2,3.4,3.1,2.3,"A","N",2.3
"E0","21/12/2020","20:00","Chelsea","West Ham",3,0,"H",1,0,"H","C Kavanagh",11,6,7,0,11,6,5,4,0,0,0,0,"Evening",0,0,0,0,0,17,1.44,5,6.25,1.53,4.33,5.75,"H","Y",1.53
"E0","26/12/2020","12:30","Leicester","Man United",2,2,"D",1,1,"D","M Dean",10,9,2,4,10,17,5,0,2,1,0,0,"Afternoon",3,0,20,10,30,27,2.9,3.6,2.3,2.9,3.6,2.3,"A","N",2.3
"E0","26/12/2020","15:00","Aston Villa","Crystal Palace",3,0,"H",1,0,"H","A Taylor",21,13,10,6,18,16,4,4,1,4,1,0,"Afternoon",5,1,35,40,75,34,1.9,3.75,3.8,1.8,3.75,4.33,"H","Y",1.8
"E0","26/12/2020","15:00","Fulham","Southampton",0,0,"D",0,0,"D","D England",10,3,1,2,15,12,6,3,2,0,0,0,"Afternoon",2,0,20,0,20,27,3.2,3.3,2.3,2.87,3.3,2.5,"A","N",2.5
"E0","26/12/2020","17:30","Arsenal","Chelsea",3,1,"H",2,0,"H","M Oliver",15,19,7,3,13,10,7,9,2,1,0,0,"Evening",3,0,20,10,30,23,4,3.6,1.9,4.75,3.8,1.72,"A","N",1.72
"E0","26/12/2020","20:00","Man City","Newcastle",2,0,"H",1,0,"H","A Marriner",11,7,6,2,5,12,7,3,2,2,0,0,"Evening",4,0,20,20,40,17,1.11,10,19,1.12,9.5,17,"H","Y",1.12
"E0","26/12/2020","20:00","Sheffield United","Everton",0,1,"A",0,0,"D","D Coote",10,7,2,3,11,10,6,3,2,4,0,0,"Evening",6,0,20,40,60,21,4.2,3.6,1.85,3.4,3.3,2.2,"A","Y",2.2
"E0","27/12/2020","12:00","Leeds","Burnley",1,0,"H",1,0,"H","R Jones",11,14,4,6,8,14,4,12,0,3,0,0,"Afternoon",3,0,0,30,30,22,1.72,4,4.33,1.7,4.2,4.5,"H","Y",1.7
"E0","27/12/2020","14:15","West Ham","Brighton",2,2,"D",0,1,"A","S Hooper",11,13,4,4,6,8,5,4,0,0,0,0,"Afternoon",0,0,0,0,0,14,2.3,3.4,3.1,2.37,3.3,3.1,"H","N",2.37
"E0","27/12/2020","16:30","Liverpool","West Brom",1,1,"D",1,0,"H","K Friend",17,5,2,3,8,5,8,3,0,1,0,0,"Afternoon",1,0,0,10,10,13,1.11,10,19,1.12,9,19,"H","N",1.12
"E0","27/12/2020","19:15","Wolves","Tottenham",1,1,"D",0,1,"A","P Tierney",11,6,6,3,20,13,9,2,4,1,0,0,"Evening",5,0,40,10,50,33,3.6,3.25,2.15,3.4,3.3,2.2,"A","N",2.2
"E0","28/12/2020","15:00","Crystal Palace","Leicester",1,1,"D",0,0,"D","G Scott",4,17,1,3,10,7,2,5,0,1,0,0,"Afternoon",1,0,0,10,10,17,3.75,3.5,2,3.3,3.4,2.2,"A","N",2.2
"E0","28/12/2020","17:30","Chelsea","Aston Villa",1,1,"D",1,0,"H","S Attwell",16,10,5,2,16,3,11,4,3,1,0,0,"Evening",4,0,30,10,40,19,1.61,4.2,5,1.75,4,4.33,"H","N",1.75
"E0","29/12/2020","18:00","Brighton","Arsenal",0,1,"A",0,0,"D","M Atkinson",13,11,2,3,11,4,5,4,2,0,0,0,"Evening",2,0,20,0,20,15,3.25,3.5,2.2,3.6,3.4,2.05,"A","Y",2.05
"E0","29/12/2020","18:00","Burnley","Sheffield United",1,0,"H",1,0,"H","C Kavanagh",5,7,3,3,13,17,3,5,1,2,0,0,"Evening",3,0,10,20,30,30,2.37,3.1,3.25,2.4,3.2,3.1,"H","Y",2.4
"E0","29/12/2020","18:00","Southampton","West Ham",0,0,"D",0,0,"D","A Madley",8,8,3,3,16,15,4,3,3,1,0,0,"Evening",4,0,30,10,40,31,2.1,3.6,3.4,2,3.5,3.75,"H","N",2
"E0","29/12/2020","18:00","West Brom","Leeds",0,5,"A",0,4,"A","L Mason",4,14,1,6,7,10,3,10,0,1,0,0,"Evening",1,0,0,10,10,17,3.6,3.6,2,4,4,1.8,"A","Y",1.8
"E0","29/12/2020","20:00","Man United","Wolves",1,0,"H",0,0,"D","J Moss",11,9,3,5,11,7,2,2,1,1,0,0,"Evening",2,0,10,10,20,18,1.53,4.2,6.25,1.53,4.2,6,"H","Y",1.53
"E0","30/12/2020","20:00","Newcastle","Liverpool",0,0,"D",0,0,"D","P Tierney",8,11,2,4,9,13,5,12,2,3,0,0,"Evening",5,0,20,30,50,22,12,6,1.25,11,6,1.25,"A","N",1.25
"E0","01/01/2021","17:30","Everton","West Ham",0,1,"A",0,0,"D","K Friend",10,11,2,5,9,7,5,4,2,0,0,0,"Evening",2,0,20,0,20,16,2.1,3.5,3.5,2.2,3.5,3.25,"H","N",2.2
"E0","01/01/2021","20:00","Man United","Aston Villa",2,1,"H",1,0,"H","M Oliver",19,5,9,5,22,10,5,10,4,0,0,0,"Evening",4,0,40,0,40,32,1.72,4.2,4.2,1.66,4,4.75,"H","Y",1.66
"E0","02/01/2021","12:30","Tottenham","Leeds",3,0,"H",2,0,"H","D Coote",20,18,7,5,15,13,3,5,2,1,1,0,"Afternoon",3,1,45,10,55,28,1.75,4.1,4.2,1.83,4,4,"H","Y",1.83
"E0","02/01/2021","15:00","Crystal Palace","Sheffield United",2,0,"H",2,0,"H","S Attwell",9,7,4,2,8,18,3,6,1,3,0,0,"Afternoon",4,0,10,30,40,26,1.95,3.5,3.9,2.05,3.25,3.9,"H","Y",2.05
"E0","02/01/2021","17:30","Brighton","Wolves",3,3,"D",1,3,"A","A Madley",13,11,4,4,13,8,5,8,2,1,0,0,"Evening",3,0,20,10,30,21,2.62,3.25,2.75,2.8,3,2.75,"A","N",2.75
"E0","02/01/2021","20:00","West Brom","Arsenal",0,4,"A",0,2,"A","M Atkinson",7,21,3,12,7,4,3,5,1,2,0,0,"Evening",3,0,10,20,30,11,5.75,4,1.57,6,4,1.57,"A","Y",1.57
"E0","03/01/2021","14:15","Newcastle","Leicester",1,2,"A",0,0,"D","R Jones",8,9,2,3,10,11,3,6,0,2,0,0,"Afternoon",2,0,0,20,20,21,5.25,4.2,1.61,6,4,1.57,"A","Y",1.57
"E0","03/01/2021","16:30","Chelsea","Man City",1,3,"A",0,3,"A","A Taylor",9,18,2,6,11,10,5,3,3,1,0,0,"Afternoon",4,0,30,10,40,21,3,3.7,2.2,3.4,3.6,2.05,"A","Y",2.05
"E0","04/01/2021","20:00","Southampton","Liverpool",1,0,"H",1,0,"H","A Marriner",7,17,3,1,5,12,1,10,1,3,0,0,"Evening",4,0,10,30,40,17,5,4.33,1.61,5.75,4.75,1.5,"A","N",1.5
"E0","12/01/2021","18:00","Sheffield United","Newcastle",1,0,"H",0,0,"D","A Madley",17,7,4,3,13,12,5,2,2,3,0,1,"Evening",5,1,20,55,75,25,2.45,3.1,3.1,2.3,3.1,3.3,"H","Y",2.3
"E0","12/01/2021","20:15","Burnley","Man United",0,1,"A",0,0,"D","K Friend",11,13,0,7,15,13,3,4,1,2,0,0,"Evening",3,0,10,20,30,28,7,4.5,1.45,8,4.75,1.4,"A","Y",1.4
"E0","12/01/2021","20:15","Wolves","Everton",1,2,"A",1,1,"D","M Atkinson",12,5,3,3,6,11,6,5,2,2,0,0,"Evening",4,0,20,20,40,17,2.45,3.1,3.1,2.5,2.8,3.25,"H","N",2.5
"E0","13/01/2021","18:00","Man City","Brighton",1,0,"H",1,0,"H","D England",16,5,6,1,4,12,8,4,0,2,0,0,"Evening",2,0,0,20,20,16,1.14,8.5,16,1.14,8,19,"H","Y",1.14
"E0","13/01/2021","20:15","Tottenham","Fulham",1,1,"D",1,0,"H","P Tierney",15,15,6,4,13,15,6,5,1,2,0,0,"Evening",3,0,10,20,30,28,1.36,5,8.5,1.61,3.8,6,"H","N",1.61
"E0","14/01/2021","20:00","Arsenal","Crystal Palace",0,0,"D",0,0,"D","A Marriner",11,12,4,2,10,11,7,3,1,1,0,0,"Evening",2,0,10,10,20,21,1.53,4,6.5,1.66,3.75,5.25,"H","N",1.66
"E0","16/01/2021","12:30","Wolves","West Brom",2,3,"A",2,1,"H","M Oliver",23,12,6,5,10,14,11,0,2,1,0,0,"Afternoon",3,0,20,10,30,24,1.6,3.5,7,1.61,3.7,6,"H","N",1.61
"E0","16/01/2021","15:00","Leeds","Brighton",0,1,"A",0,1,"A","K Friend",7,7,2,2,8,9,5,2,1,1,0,0,"Afternoon",2,0,10,10,20,17,2.1,3.5,3.4,2.2,3.5,3.2,"H","N",2.2
"E0","16/01/2021","15:00","West Ham","Burnley",1,0,"H",1,0,"H","C Kavanagh",15,10,4,2,12,9,7,4,2,1,0,0,"Afternoon",3,0,20,10,30,21,1.8,3.5,4.75,1.75,3.7,4.75,"H","Y",1.75
"E0","16/01/2021","17:30","Fulham","Chelsea",0,1,"A",0,0,"D","P Bankes",10,21,3,6,11,10,1,12,2,3,1,0,"Evening",5,1,45,30,75,21,6.5,4.33,1.5,6.5,4.2,1.5,"A","Y",1.5
"E0","16/01/2021","20:00","Leicester","Southampton",2,0,"H",1,0,"H","S Attwell",16,8,5,3,10,11,2,5,2,2,0,0,"Evening",4,0,20,20,40,21,1.8,3.75,4.5,1.66,3.9,5,"H","Y",1.66
"E0","17/01/2021","14:00","Sheffield United","Tottenham",1,3,"A",0,2,"A","A Marriner",15,14,5,5,13,4,5,7,4,0,0,0,"Afternoon",4,0,40,0,40,17,6.25,3.75,1.6,4.5,3.6,1.83,"A","Y",1.83
"E0","17/01/2021","16:30","Liverpool","Man United",0,0,"D",0,0,"D","P Tierney",17,8,3,4,15,6,7,3,2,1,0,0,"Afternoon",3,0,20,10,30,21,1.95,3.8,3.6,1.95,3.8,3.6,"H","N",1.95
"E0","17/01/2021","19:15","Man City","Crystal Palace",4,0,"H",1,0,"H","L Mason",13,2,6,0,9,8,11,1,0,0,0,0,"Evening",0,0,0,0,0,17,1.14,8.5,17,1.16,8,15,"H","Y",1.16
"E0","18/01/2021","20:00","Arsenal","Newcastle",3,0,"H",0,0,"D","D Coote",20,4,6,1,9,8,7,2,0,0,0,0,"Evening",0,0,0,0,0,17,1.4,4.5,8,1.4,4.75,8,"H","Y",1.4
"E0","19/01/2021","18:00","West Ham","West Brom",2,1,"H",1,0,"H","G Scott",14,6,6,2,10,10,3,1,0,1,0,0,"Evening",1,0,0,10,10,20,1.57,4.2,5.5,1.53,4.2,6,"H","Y",1.53
"E0","19/01/2021","20:15","Leicester","Chelsea",2,0,"H",2,0,"H","C Pawson",8,9,6,5,7,16,6,3,1,3,0,0,"Evening",4,0,10,30,40,23,2.87,3.4,2.45,2.75,3.4,2.5,"A","N",2.5
"E0","20/01/2021","18:00","Man City","Aston Villa",2,0,"H",0,0,"D","J Moss",28,11,9,4,10,9,16,2,0,2,0,0,"Evening",2,0,0,20,20,19,1.22,6.5,12,1.28,6,10,"H","Y",1.28
"E0","20/01/2021","20:15","Fulham","Man United",1,2,"A",1,1,"D","M Atkinson",12,15,5,5,6,10,2,8,3,1,0,0,"Evening",4,0,30,10,40,16,6,4.33,1.53,5.5,4,1.6,"A","Y",1.6
"E0","21/01/2021","20:00","Liverpool","Burnley",0,1,"A",0,0,"D","M Dean",27,6,6,4,11,8,12,0,2,1,0,0,"Evening",3,0,20,10,30,19,1.18,7.5,15,1.28,6,10,"H","N",1.28
"E0","23/01/2021","20:00","Aston Villa","Newcastle",2,0,"H",2,0,"H","S Hooper",14,7,5,1,9,18,5,4,0,3,0,0,"Evening",3,0,0,30,30,27,1.45,4.75,6.5,1.5,4.75,5.75,"H","Y",1.5
"E0","26/01/2021","18:00","Crystal Palace","West Ham",2,3,"A",1,2,"A","S Attwell",6,17,3,7,9,8,3,4,0,0,0,0,"Evening",0,0,0,0,0,17,3.1,3.25,2.37,3.5,3.3,2.15,"A","Y",2.15
"E0","26/01/2021","18:00","Newcastle","Leeds",1,2,"A",0,1,"A","A Taylor",22,9,5,2,10,15,9,5,1,3,0,0,"Evening",4,0,10,30,40,25,3.9,3.8,1.85,3.9,4,1.83,"A","Y",1.83
"E0","26/01/2021","20:15","Southampton","Arsenal",1,3,"A",1,2,"A","K Friend",13,9,5,5,11,6,4,5,1,2,0,0,"Evening",3,0,10,20,30,17,3.5,3.6,2.05,3.5,3.75,2,"A","Y",2
"E0","26/01/2021","20:15","West Brom","Man City",0,5,"A",0,4,"A","C Kavanagh",4,18,1,7,8,8,3,8,2,0,0,0,"Evening",2,0,20,0,20,16,15,7.5,1.18,18,8,1.14,"A","Y",1.14
"E0","27/01/2021","18:00","Burnley","Aston Villa",3,2,"H",0,1,"A","P Tierney",10,18,5,10,16,7,2,4,1,0,0,0,"Evening",1,0,10,0,10,23,3.8,3.5,1.95,4.2,3.6,1.8,"A","N",1.8
"E0","27/01/2021","18:00","Chelsea","Wolves",0,0,"D",0,0,"D","A Madley",14,4,5,0,14,7,13,1,1,1,0,0,"Evening",2,0,10,10,20,21,1.6,4.2,5.25,1.61,3.75,5.75,"H","N",1.61
"E0","27/01/2021","19:30","Brighton","Fulham",0,0,"D",0,0,"D","C Pawson",16,10,5,3,10,14,10,0,2,1,0,0,"Evening",3,0,20,10,30,24,2.05,3.4,3.75,2,3.4,4,"H","N",2
"E0","27/01/2021","20:15","Everton","Leicester",1,1,"D",1,0,"H","M Dean",8,19,2,6,12,10,5,11,1,1,0,0,"Evening",2,0,10,10,20,22,2.8,3.3,2.55,3,3.25,2.4,"A","N",2.4
"E0","27/01/2021","20:15","Man United","Sheffield United",1,2,"A",0,1,"A","P Bankes",16,5,4,3,10,12,7,2,1,1,0,0,"Evening",2,0,10,10,20,22,1.25,6,11,1.25,5.75,10,"H","N",1.25
"E0","28/01/2021","20:00","Tottenham","Liverpool",1,3,"A",0,1,"A","M Atkinson",3,14,2,7,9,11,1,2,1,2,0,0,"Evening",3,0,10,20,30,20,3.2,3.6,2.2,3.6,3.9,1.95,"A","Y",1.95
"E0","30/01/2021","12:30","Everton","Newcastle",0,2,"A",0,0,"D","S Attwell",11,13,3,3,13,6,7,12,3,4,0,0,"Afternoon",7,0,30,40,70,19,1.55,4,6.5,1.55,4,6.5,"H","N",1.55
"E0","30/01/2021","15:00","Crystal Palace","Wolves",1,0,"H",0,0,"D","S Hooper",11,6,2,4,7,10,1,6,1,2,0,0,"Afternoon",3,0,10,20,30,17,2.87,3.2,2.55,2.9,3.1,2.55,"A","N",2.55
"E0","30/01/2021","15:00","Man City","Sheffield United",1,0,"H",1,0,"H","D Coote",10,4,5,1,7,10,10,0,0,3,0,0,"Afternoon",3,0,0,30,30,17,1.12,9,18,1.14,7.5,19,"H","Y",1.14
"E0","30/01/2021","15:00","West Brom","Fulham",2,2,"D",0,1,"A","A Taylor",5,12,3,7,9,10,2,3,1,0,0,0,"Afternoon",1,0,10,0,10,19,3.3,3.2,2.3,3.5,3.3,2.15,"A","N",2.15
"E0","30/01/2021","17:30","Arsenal","Man United",0,0,"D",0,0,"D","M Oliver",17,14,3,3,9,16,4,7,1,3,0,0,"Evening",4,0,10,30,40,25,2.8,3.5,2.45,3.5,3.6,2.05,"A","N",2.05
"E0","30/01/2021","20:00","Southampton","Aston Villa",0,1,"A",0,1,"A","L Mason",20,8,5,4,12,11,7,1,1,0,0,0,"Evening",1,0,10,0,10,23,2.8,3.6,2.37,3.2,3.7,2.1,"A","Y",2.1
"E0","31/01/2021","12:00","Chelsea","Burnley",2,0,"H",1,0,"H","G Scott",19,1,8,0,7,9,4,2,0,1,0,0,"Afternoon",1,0,0,10,10,16,1.33,5,9.5,1.3,5.25,10,"H","Y",1.3
"E0","31/01/2021","14:00","Leicester","Leeds",1,3,"A",1,1,"D","C Kavanagh",18,8,8,7,17,16,6,4,0,3,0,0,"Afternoon",3,0,0,30,30,33,1.8,4,4.2,1.8,3.8,4.2,"H","N",1.8
"E0","31/01/2021","16:30","West Ham","Liverpool",1,3,"A",0,0,"D","J Moss",8,14,2,5,7,8,6,5,2,0,0,0,"Afternoon",2,0,20,0,20,15,4.33,4,1.75,3.5,3.75,2,"A","Y",2
"E0","31/01/2021","19:15","Brighton","Tottenham",1,0,"H",1,0,"H","P Bankes",16,8,5,4,11,11,9,2,2,1,0,0,"Evening",3,0,20,10,30,22,3.2,3.4,2.25,3.2,3.3,2.3,"A","N",2.3
"E0","02/02/2021","18:00","Sheffield United","West Brom",2,1,"H",0,1,"A","P Tierney",14,8,6,4,11,9,9,2,2,1,0,0,"Evening",3,0,20,10,30,20,2,3.3,4,2.05,3.3,3.8,"H","Y",2.05
"E0","02/02/2021","18:00","Wolves","Arsenal",2,1,"H",1,1,"D","C Pawson",11,9,7,3,11,8,9,6,3,2,0,2,"Evening",5,2,30,70,100,19,3.6,3.3,2.1,3.6,3.2,2.15,"A","N",2.15
"E0","02/02/2021","20:15","Man United","Southampton",9,0,"H",4,0,"H","M Dean",24,3,14,1,11,6,5,3,2,3,0,2,"Evening",5,2,20,80,100,17,1.4,4.75,7,1.44,4.75,6.5,"H","Y",1.44
"E0","02/02/2021","20:15","Newcastle","Crystal Palace",1,2,"A",1,2,"A","D England",21,6,5,3,14,11,9,1,1,3,0,0,"Evening",4,0,10,30,40,25,2.8,3.2,2.6,2.87,3.3,2.5,"A","Y",2.5
"E0","03/02/2021","18:00","Burnley","Man City",0,2,"A",0,2,"A","M Atkinson",2,17,0,6,8,5,1,3,2,1,0,0,"Evening",3,0,20,10,30,13,13,7,1.2,16,7.5,1.16,"A","Y",1.16
"E0","03/02/2021","18:00","Fulham","Leicester",0,2,"A",0,2,"A","R Jones",8,9,1,5,17,10,5,2,3,1,0,0,"Evening",4,0,30,10,40,27,4,3.5,1.9,3.75,3.3,2.05,"A","Y",2.05
"E0","03/02/2021","19:30","Leeds","Everton",1,2,"A",0,2,"A","M Oliver",16,10,7,6,12,12,7,1,2,3,0,0,"Evening",5,0,20,30,50,24,2.5,3.5,2.7,2.5,3.4,2.75,"H","N",2.5
"E0","03/02/2021","20:15","Aston Villa","West Ham",1,3,"A",0,0,"D","A Madley",9,20,2,10,11,15,7,3,1,1,0,0,"Evening",2,0,10,10,20,26,2.2,3.4,3.25,2.25,3.5,3.1,"H","N",2.25
"E0","03/02/2021","20:15","Liverpool","Brighton",0,1,"A",0,0,"D","K Friend",11,13,1,4,12,6,6,3,1,0,0,0,"Evening",1,0,10,0,10,18,1.33,5.25,9,1.44,4.75,6.5,"H","N",1.44
"E0","04/02/2021","20:00","Tottenham","Chelsea",0,1,"A",0,1,"A","A Marriner",7,18,2,2,20,14,2,7,2,3,0,0,"Evening",5,0,20,30,50,34,3.5,3.4,2.1,4,3.4,1.95,"A","Y",1.95
"E0","06/02/2021","12:30","Aston Villa","Arsenal",1,0,"H",1,0,"H","C Kavanagh",12,14,8,3,12,12,3,7,3,2,0,0,"Afternoon",5,0,30,20,50,24,2.62,3.5,2.6,2.87,3.5,2.37,"A","N",2.37
"E0","06/02/2021","15:00","Burnley","Brighton",1,1,"D",0,1,"A","A Taylor",20,10,7,2,8,10,8,7,2,0,0,0,"Afternoon",2,0,20,0,20,18,3.6,3.1,2.2,3.6,3.2,2.15,"A","N",2.15
"E0","06/02/2021","15:00","Newcastle","Southampton",3,2,"H",3,1,"H","C Pawson",6,14,4,5,11,14,0,7,2,1,1,0,"Afternoon",3,1,45,10,55,25,3,3.3,2.4,3.3,3.5,2.2,"A","N",2.2
"E0","06/02/2021","17:30","Fulham","West Ham",0,0,"D",0,0,"D","M Dean",20,8,2,1,11,10,7,3,1,2,0,1,"Evening",3,1,10,45,55,21,3.6,3.5,2.05,4,3.75,1.85,"A","N",1.85
"E0","06/02/2021","20:00","Man United","Everton",3,3,"D",2,0,"H","J Moss",14,6,5,3,14,10,5,1,2,1,0,0,"Evening",3,0,20,10,30,24,1.53,4.2,6,1.57,4.2,5.5,"H","N",1.57
"E0","07/02/2021","12:00","Tottenham","West Brom",2,0,"H",0,0,"D","S Attwell",13,4,6,1,16,12,8,0,1,2,0,0,"Afternoon",3,0,10,20,30,28,1.45,4.5,7,1.36,5,8.5,"H","Y",1.36
"E0","07/02/2021","14:00","Wolves","Leicester",0,0,"D",0,0,"D","M Atkinson",13,13,1,3,11,15,8,2,1,3,0,0,"Afternoon",4,0,10,30,40,26,3.5,3.4,2.1,3.2,3.25,2.3,"A","N",2.3
"E0","07/02/2021","16:30","Liverpool","Man City",1,4,"A",0,0,"D","M Oliver",8,8,3,5,13,8,6,1,2,1,0,0,"Afternoon",3,0,20,10,30,21,3.4,3.6,2.05,3.2,3.6,2.15,"A","Y",2.15
"E0","07/02/2021","19:15","Sheffield United","Chelsea",1,2,"A",0,1,"A","K Friend",8,9,3,3,8,8,1,8,1,0,0,0,"Evening",1,0,10,0,10,16,7,4.5,1.45,7,4.33,1.45,"A","Y",1.45
"E0","08/02/2021","20:00","Leeds","Crystal Palace",2,0,"H",1,0,"H","A Marriner",17,8,7,3,7,8,5,3,0,2,0,0,"Evening",2,0,0,20,20,15,1.8,3.8,4.2,1.8,3.75,4.33,"H","Y",1.8
"E0","13/02/2021","12:30","Leicester","Liverpool",3,1,"H",0,0,"D","A Taylor",11,15,6,4,9,6,2,12,1,2,0,0,"Afternoon",3,0,10,20,30,15,3.5,3.4,2.1,3.6,3.8,1.95,"A","N",1.95
